City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Rosario,AR,2021-01-23 00:39:21,-32.9468,-60.6393,86.0,51,0,5.75
293,Pisco,PE,2021-01-23 00:43:05,-13.7,-76.2167,75.2,64,0,12.66
294,Makakilo City,US,2021-01-23 00:41:19,21.3469,-158.0858,82.4,47,40,11.5
295,Kodiak,US,2021-01-23 00:43:05,57.79,-152.4072,39.2,87,90,9.24
296,Berlevag,NO,2021-01-23 00:43:06,70.8578,29.0864,17.33,92,82,29.86
297,Coari,BR,2021-01-23 00:42:19,-4.085,-63.1414,74.64,95,90,1.81
298,Nouadhibou,MR,2021-01-23 00:43:06,20.931,-17.0347,64.4,77,97,16.11
299,Vanimo,PG,2021-01-23 00:43:06,-2.6741,141.3028,86.65,59,91,0.81
300,Daltenganj,IN,2021-01-23 00:43:06,24.0333,84.0667,47.59,52,0,2.15
301,Henties Bay,NA,2021-01-23 00:43:06,-22.116,14.2845,71.01,86,100,6.17
302,Luanda,AO,2021-01-23 00:43:06,-8.8368,13.2343,77.0,83,20,5.75
303,Vardo,NO,2021-01-23 00:43:07,70.3705,31.1107,19.47,93,91,30.38
304,Chumikan,RU,2021-01-23 00:43:07,54.7183,135.315,-18.17,79,0,20.76
305,Salcininkai,LT,2021-01-23 00:43:07,54.3,25.3833,32.0,93,40,9.22
306,Mormugao,IN,2021-01-23 00:43:07,15.4,73.8,71.6,94,0,4.61
307,Ngunguru,NZ,2021-01-23 00:43:07,-35.6167,174.5,75.0,49,5,8.01
308,Almaznyy,RU,2021-01-23 00:43:07,48.0448,40.045,37.4,81,40,8.95
309,Alofi,NU,2021-01-23 00:43:08,-19.0595,-169.9187,86.0,74,100,9.22
310,Birao,CF,2021-01-23 00:43:08,10.2849,22.7882,66.18,25,100,6.51
311,Iqaluit,CA,2021-01-23 00:43:08,63.7506,-68.5145,21.2,93,40,9.22
312,Glarus,CH,2021-01-23 00:43:08,47.0406,9.068,37.0,44,100,4.0
313,Cajati,BR,2021-01-23 00:38:42,-24.7361,-48.1228,72.9,93,100,1.86
314,Coaticook,CA,2021-01-23 00:43:08,45.1334,-71.7991,23.0,68,100,8.05
315,Lomovka,RU,2021-01-23 00:43:08,53.9194,58.3672,-2.2,78,90,13.42
316,Kahului,US,2021-01-23 00:43:09,20.8947,-156.47,82.4,51,20,21.85
317,Cockburn Town,TC,2021-01-23 00:38:45,21.4612,-71.1419,77.0,78,40,5.75
318,Santa Fe,AR,2021-01-23 00:43:09,-31.6333,-60.7,87.01,60,13,1.99
319,Ardalstangen,NO,2021-01-23 00:43:09,61.2371,7.6983,34.0,96,100,3.8
320,Luderitz,NA,2021-01-23 00:43:09,-26.6481,15.1594,71.31,61,92,19.28
321,Rio Gallegos,AR,2021-01-23 00:43:10,-51.6226,-69.2181,53.6,58,40,16.11
322,Oktyabrskoye,RU,2021-01-23 00:43:10,43.0645,44.7417,19.4,93,0,6.71
323,Tromso,NO,2021-01-23 00:43:10,69.6496,18.957,23.0,58,0,3.44
324,Atambua,ID,2021-01-23 00:43:10,-9.1061,124.8925,81.86,71,65,4.09
325,Polohy,UA,2021-01-23 00:43:10,47.4844,36.2536,38.8,96,100,12.88
326,Sakakah,SA,2021-01-23 00:43:10,29.9697,40.2064,35.6,38,0,5.75
327,Port Hedland,AU,2021-01-23 00:43:10,-20.3167,118.5667,87.8,55,40,5.75
328,Vestmannaeyjar,IS,2021-01-23 00:43:11,63.4427,-20.2734,28.98,89,100,26.87
329,Gamba,GA,2021-01-23 00:43:11,-2.65,10.0,76.96,88,100,7.02
330,Karpathos,GR,2021-01-23 00:43:11,35.507,27.2132,57.2,67,22,9.22
331,Sioux Lookout,CA,2021-01-23 00:43:11,50.1001,-91.917,5.0,78,90,4.61
332,Cherskiy,RU,2021-01-23 00:43:11,68.75,161.3,-32.21,82,100,4.38
333,Esperance,AU,2021-01-23 00:43:11,-33.8667,121.9,71.6,73,95,6.91
334,Agadez,NE,2021-01-23 00:43:11,19.75,10.25,55.76,31,0,10.67
335,Danielskuil,ZA,2021-01-23 00:43:12,-28.1887,23.5395,72.64,52,9,1.95
336,Batagay-Alyta,RU,2021-01-23 00:43:12,67.8006,130.4114,-38.56,80,96,1.12
337,Sena Madureira,BR,2021-01-23 00:43:12,-9.0656,-68.6569,73.51,97,100,2.53
338,Nelson Bay,AU,2021-01-23 00:43:12,-32.7167,152.15,90.0,61,0,9.22
339,Portland,US,2021-01-23 00:43:12,45.5234,-122.6762,48.0,53,0,1.01
340,Louis Trichardt,ZA,2021-01-23 00:43:12,-23.0439,29.9032,59.94,94,0,5.55
341,Bloomfield,US,2021-01-23 00:43:13,40.8068,-74.1854,41.0,52,75,9.22
342,Arona,ES,2021-01-23 00:43:13,28.0996,-16.681,66.2,88,75,9.22
343,Taltal,CL,2021-01-23 00:43:13,-25.4,-70.4833,64.58,75,22,2.06
344,Jumla,NP,2021-01-23 00:43:13,29.2747,82.1838,39.52,46,86,5.7
345,Sarangani,PH,2021-01-23 00:43:13,5.4033,125.4636,81.66,77,100,10.65
346,Aksu,CN,2021-01-23 00:43:13,41.1231,80.2644,25.56,77,100,1.81
347,Buchanan,LR,2021-01-23 00:43:14,5.8808,-10.0467,77.0,94,20,5.44
348,Port Lincoln,AU,2021-01-23 00:43:14,-34.7333,135.8667,80.31,37,0,11.63
349,Pangnirtung,CA,2021-01-23 00:43:14,66.1451,-65.7125,26.06,83,83,6.89
350,Japura,ID,2021-01-23 00:43:14,-0.3167,102.35,75.69,87,100,1.16
351,Tubmanburg,LR,2021-01-23 00:43:14,6.8708,-10.8172,73.58,96,49,0.92
352,Naze,JP,2021-01-23 00:43:14,28.3667,129.4833,68.0,94,75,11.5
353,Havre-Saint-Pierre,CA,2021-01-23 00:43:14,50.2334,-63.5986,5.0,78,1,8.05
354,Samdari,IN,2021-01-23 00:43:15,25.8167,72.5833,59.63,82,0,5.64
355,Isla Vista,US,2021-01-23 00:39:55,34.4133,-119.861,57.99,67,40,12.66
356,Grindavik,IS,2021-01-23 00:43:15,63.8424,-22.4338,28.4,80,75,28.77
357,Sorland,NO,2021-01-23 00:43:15,67.667,12.6934,28.44,92,100,36.64
358,Ermelo,ZA,2021-01-23 00:43:15,-26.5333,29.9833,53.29,81,0,2.95
359,Tigil,RU,2021-01-23 00:43:15,57.8,158.6667,-5.78,89,100,0.22
360,Mahibadhoo,MV,2021-01-23 00:43:16,3.7833,72.9667,81.64,75,99,8.16
361,Tra Vinh,VN,2021-01-23 00:40:13,9.9347,106.3453,77.31,81,52,4.72
362,Portsmouth,GB,2021-01-23 00:41:49,50.799,-1.0913,37.99,90,39,9.64
363,Sao Joao Da Barra,BR,2021-01-23 00:43:16,-21.6403,-41.0511,75.87,85,83,9.15
364,Qaqortoq,GL,2021-01-23 00:43:16,60.7167,-46.0333,21.2,58,0,3.44
365,Bucerias,MX,2021-01-23 00:42:12,20.75,-105.3333,73.4,88,75,10.36
366,San Quintin,MX,2021-01-23 00:43:16,30.4833,-115.95,60.84,70,0,6.8
367,Hamada,JP,2021-01-23 00:39:16,34.8833,132.0833,48.2,100,75,3.44
368,Chirongui,YT,2021-01-23 00:43:17,-12.9319,45.1483,78.8,89,75,3.53
369,Chokwe,MZ,2021-01-23 00:42:02,-24.5333,32.9833,75.65,85,100,9.37
370,Bethel,US,2021-01-23 00:43:17,41.3712,-73.414,36.0,55,1,11.5
371,Novyy Urengoy,RU,2021-01-23 00:43:17,66.0833,76.6333,-43.62,77,18,8.61
372,Talakan,RU,2021-01-23 00:43:17,50.3167,130.3667,-7.46,86,18,5.73
373,Sao Felix Do Xingu,BR,2021-01-23 00:43:17,-6.6447,-51.995,72.75,94,100,3.47
374,Ocos,GT,2021-01-23 00:43:18,14.5094,-92.1933,86.0,78,40,4.61
375,Bonnyville,CA,2021-01-23 00:43:18,54.2668,-110.735,19.4,86,75,9.22
376,Georgiyevka,KZ,2021-01-23 00:43:18,43.0369,74.7114,10.4,85,90,4.47
377,Nemuro,JP,2021-01-23 00:43:18,43.3236,145.575,17.6,67,20,4.61
378,Black River,JM,2021-01-23 00:43:18,18.0264,-77.8487,80.6,78,75,8.05
379,Totskoye,RU,2021-01-23 00:43:18,52.5248,52.7623,4.59,93,100,4.43
380,Manises,ES,2021-01-23 00:43:18,39.4914,-0.4635,53.6,54,0,4.61
381,Pevek,RU,2021-01-23 00:43:18,69.7008,170.3133,-9.71,90,100,10.98
382,Camopi,GF,2021-01-23 00:43:19,3.1655,-52.3158,72.55,98,97,2.28
383,Sohag,EG,2021-01-23 00:43:19,26.557,31.6948,45.43,54,0,4.72
384,Lazarev,RU,2021-01-23 00:43:19,52.225,141.5131,-10.34,85,0,5.01
385,Tucupita,VE,2021-01-23 00:43:19,9.0622,-62.051,72.72,97,100,3.27
386,Tual,ID,2021-01-23 00:43:19,-5.6667,132.75,84.58,71,89,6.89
387,Phayao,TH,2021-01-23 00:43:19,19.25,100.25,71.01,99,62,0.58
388,Namibe,AO,2021-01-23 00:43:19,-15.1961,12.1522,73.89,71,100,4.14
389,Inhambane,MZ,2021-01-23 00:43:20,-23.865,35.3833,79.77,88,100,14.0
390,Sao Joao Do Paraiso,BR,2021-01-23 00:43:20,-15.3136,-42.0144,64.44,90,24,6.67
391,Paez,CO,2021-01-23 00:43:20,5.1011,-73.0512,65.19,81,95,1.57
392,Hit,IQ,2021-01-23 00:43:20,33.6416,42.8251,42.73,60,54,7.78
393,Stornoway,GB,2021-01-23 00:42:36,58.2093,-6.3865,32.0,100,40,4.61
394,Lusambo,CD,2021-01-23 00:43:20,-4.9667,23.45,68.79,96,100,1.23
395,Yacuiba,BO,2021-01-23 00:43:20,-22.038,-63.6797,72.3,68,30,2.19
396,Dakar,SN,2021-01-23 00:41:15,14.6937,-17.4441,66.2,77,100,9.22
397,Salalah,OM,2021-01-23 00:43:21,17.0151,54.0924,69.8,23,0,8.05
398,Noumea,NC,2021-01-23 00:43:21,-22.2763,166.4572,84.2,61,20,13.8
399,Salumbar,IN,2021-01-23 00:43:21,24.1333,74.05,59.81,41,0,1.7
400,Saint-Joseph,RE,2021-01-23 00:43:21,-21.3667,55.6167,77.0,78,20,3.44
401,Lodja,CD,2021-01-23 00:42:30,-3.4833,23.4333,69.55,97,100,1.83
402,Kyren,RU,2021-01-23 00:43:21,51.6828,102.1408,14.74,81,96,0.67
403,Aleksandrov Gay,RU,2021-01-23 00:43:22,50.147,48.5704,33.01,96,100,7.29
404,Port-Cartier,CA,2021-01-23 00:43:22,50.0334,-66.8654,15.8,67,74,9.22
405,San Policarpo,PH,2021-01-23 00:43:22,12.1791,125.5072,83.08,78,99,8.37
406,Svetlogorsk,BY,2021-01-23 00:38:35,52.6333,29.7333,34.43,91,88,9.1
407,Smolenka,RU,2021-01-23 00:43:22,52.1352,113.4974,-11.2,84,77,1.83
408,North Bend,US,2021-01-23 00:43:22,43.4065,-124.2243,48.99,76,20,16.11
409,Tonantins,BR,2021-01-23 00:43:22,-2.8731,-67.8022,74.46,94,99,1.36
410,Birobidzhan,RU,2021-01-23 00:43:23,48.8,132.95,-2.31,81,0,0.38
411,Burnie,AU,2021-01-23 00:42:25,-41.0667,145.9167,70.0,53,50,10.0
412,Nishihara,JP,2021-01-23 00:43:23,26.1842,127.7558,69.8,94,75,21.85
413,Busayra,JO,2021-01-23 00:43:23,30.7376,35.6078,36.7,62,6,11.63
414,Sayat,TM,2021-01-23 00:43:23,38.7839,63.8803,21.2,100,0,4.61
415,Lumeje,AO,2021-01-23 00:43:23,-11.55,20.7833,64.87,93,100,7.11
416,Ponta Do Sol,PT,2021-01-23 00:43:23,32.6667,-17.1,60.01,76,5,1.99
417,Maputo,MZ,2021-01-23 00:43:24,-25.9653,32.5892,78.01,73,75,6.91
418,San Blas,MX,2021-01-23 00:43:24,21.5167,-105.2667,77.0,53,40,11.5
419,Strezhevoy,RU,2021-01-23 00:43:24,60.7333,77.5889,-45.4,73,40,2.24
420,Yola,NG,2021-01-23 00:43:24,9.2,12.4833,68.05,25,69,2.3
421,Borazjan,IR,2021-01-23 00:43:24,29.2666,51.2159,49.12,56,0,1.36
422,Kulaman,PH,2021-01-23 00:43:24,6.4594,124.0892,83.61,61,100,0.96
423,Caceres,ES,2021-01-23 00:43:25,39.522,-6.3748,41.77,93,10,10.36
424,Te Anau,NZ,2021-01-23 00:43:25,-45.4167,167.7167,63.77,29,87,7.76
425,Tupi Paulista,BR,2021-01-23 00:43:25,-21.3811,-51.5706,75.36,81,99,4.47
426,Tecoanapa,MX,2021-01-23 00:43:25,16.5167,-98.75,79.21,78,0,5.37
427,Medea,DZ,2021-01-23 00:42:17,36.2642,2.7539,57.2,77,40,19.57
428,Lakhisarai,IN,2021-01-23 00:42:02,25.1768,86.0932,49.42,65,0,3.83
429,Sisimiut,GL,2021-01-23 00:43:25,66.9395,-53.6735,20.62,78,9,7.56
430,Rabo De Peixe,PT,2021-01-23 00:42:11,37.8,-25.5833,62.01,100,40,18.41
431,Chute-Aux-Outardes,CA,2021-01-23 00:43:26,49.1168,-68.399,23.0,80,90,10.36
432,Danlugan,PH,2021-01-23 00:43:26,7.8914,123.3728,79.27,76,28,2.3
433,Port Blair,IN,2021-01-23 00:43:26,11.6667,92.75,76.1,74,29,10.42
434,Waipawa,NZ,2021-01-23 00:43:26,-41.4122,175.5153,66.2,68,20,27.63
435,Anadyr,RU,2021-01-23 00:43:26,64.75,177.4833,-5.01,77,0,13.42
436,Barcelos,PT,2021-01-23 00:39:16,41.5388,-8.6151,53.6,76,20,6.91
437,Leh,IN,2021-01-23 00:43:27,34.1667,77.5833,10.24,76,85,4.88
438,Punta Cardon,VE,2021-01-23 00:43:27,11.6581,-70.215,77.2,82,100,23.76
439,Kyzyl-Suu,KG,2021-01-23 00:43:27,42.3414,78.0056,10.71,86,100,6.51
440,Buguruslan,RU,2021-01-23 00:43:27,53.6554,52.442,1.71,93,100,3.36
441,Haines Junction,CA,2021-01-23 00:43:27,60.7522,-137.5108,-2.2,84,100,1.07
442,Ahipara,NZ,2021-01-23 00:43:27,-35.1667,173.1667,68.27,56,82,7.99
443,Ocampo,MX,2021-01-23 00:43:28,21.65,-101.5,62.1,37,0,6.13
444,Kasempa,ZM,2021-01-23 00:43:28,-13.4584,25.8338,64.83,97,100,7.11
445,San Angelo,US,2021-01-23 00:43:28,31.4638,-100.437,53.6,71,1,10.36
446,Cabra,ES,2021-01-23 00:43:28,37.4725,-4.4421,48.0,83,7,4.36
447,Aberdeen,GB,2021-01-23 00:40:50,57.1437,-2.0981,33.8,69,100,12.66
448,Dera Bugti,PK,2021-01-23 00:43:28,29.0307,69.151,52.93,35,13,13.49
449,Mocuba,MZ,2021-01-23 00:43:28,-16.8392,36.9856,72.79,92,100,4.52
450,Moree,AU,2021-01-23 00:43:29,-29.4667,149.85,82.4,47,0,8.05
451,Domna,RU,2021-01-23 00:43:29,51.8971,113.1573,-11.2,84,61,2.17
452,Valparaiso,CL,2021-01-23 00:41:56,-33.0393,-71.6273,60.8,88,20,6.91
453,Wakkanai,JP,2021-01-23 00:43:29,45.4094,141.6739,19.4,79,75,12.66
454,Yucca Valley,US,2021-01-23 00:41:49,34.1142,-116.4322,51.01,56,9,8.99
455,Bardiyah,LY,2021-01-23 00:43:29,31.7561,25.0865,52.5,67,4,3.94
456,Srostki,RU,2021-01-23 00:43:30,52.4189,85.7022,-1.68,92,100,4.45
457,Inirida,CO,2021-01-23 00:43:30,3.8653,-67.9239,73.8,95,4,2.42
458,Shu,KZ,2021-01-23 00:43:30,43.5983,73.7614,13.84,95,100,7.36
459,Bartica,GY,2021-01-23 00:43:30,6.4,-58.6167,77.0,94,20,6.91
460,Dharmadam,IN,2021-01-23 00:43:30,11.7833,75.4333,74.53,81,0,4.0
461,Northam,GB,2021-01-23 00:43:30,51.0333,-4.2167,37.0,94,100,1.01
462,Hukuntsi,BW,2021-01-23 00:43:30,-24.0,21.75,75.13,58,93,9.08
463,Fairbanks,US,2021-01-23 00:40:33,64.8378,-147.7164,25.0,73,75,5.75
464,Azul,AR,2021-01-23 00:43:31,-36.777,-59.8585,81.0,52,0,5.99
465,San Vicente,AR,2021-01-23 00:43:31,-26.6167,-54.1333,66.65,100,100,2.59
466,Lagos,NG,2021-01-23 00:41:34,6.5833,3.75,76.26,90,0,3.53
467,Collie,AU,2021-01-23 00:43:31,-33.3667,116.15,84.4,30,0,6.69
468,Kahta,TR,2021-01-23 00:43:31,37.7855,38.6237,28.4,64,0,12.66
469,Roald,NO,2021-01-23 00:43:32,62.5833,6.1333,37.4,93,20,5.75
470,Ibra,OM,2021-01-23 00:43:32,22.6906,58.5334,55.96,53,0,10.56
471,Itarema,BR,2021-01-23 00:43:32,-2.9248,-39.9167,80.1,79,100,8.05
472,Zunyi,CN,2021-01-23 00:43:32,27.6867,106.9072,42.87,86,0,3.6
473,Tura,IN,2021-01-23 00:43:32,25.5198,90.2201,55.04,81,0,3.31
474,Port Moresby,PG,2021-01-23 00:39:10,-9.4431,147.1797,84.2,84,20,12.66
475,Suruc,TR,2021-01-23 00:43:33,36.9761,38.425,28.4,64,0,12.66
476,Ciudad Bolivar,VE,2021-01-23 00:43:33,8.1222,-63.5497,79.36,70,33,14.74
477,Qena,EG,2021-01-23 00:43:33,26.1615,32.7183,45.5,56,0,2.98
478,Solok,ID,2021-01-23 00:43:33,-0.7918,100.6593,77.0,88,20,2.3
479,Hofn,IS,2021-01-23 00:43:33,64.2539,-15.2082,30.07,90,100,31.72
480,Saint George,US,2021-01-23 00:43:33,37.1041,-113.5841,55.4,50,20,8.05
481,Rundu,NA,2021-01-23 00:43:34,-17.9333,19.7667,68.74,89,98,3.51
482,Saint-Augustin,CA,2021-01-23 00:43:11,51.226,-58.6502,22.33,97,100,12.57
483,Sokoto,NG,2021-01-23 00:43:34,13.0609,5.239,62.87,27,7,10.13
484,Nabire,ID,2021-01-23 00:43:34,-3.3667,135.4833,84.61,66,93,0.76
485,Matay,EG,2021-01-23 00:43:34,28.419,30.7792,43.57,77,0,7.9
486,Mandali,IQ,2021-01-23 00:43:34,33.7499,45.5541,45.21,51,0,4.65
487,Burgeo,CA,2021-01-23 00:43:35,47.6167,-57.6152,21.38,89,0,10.11
488,Hay River,CA,2021-01-23 00:42:14,60.8156,-115.7999,-16.6,76,100,5.75
489,Goldap,PL,2021-01-23 00:43:35,54.3063,22.3036,35.06,97,95,9.19
490,Banda Aceh,ID,2021-01-23 00:43:35,5.5577,95.3222,77.02,79,78,8.28
491,Ivanovka,KG,2021-01-23 00:43:35,42.8878,75.085,10.4,85,90,4.47
492,Kaeo,NZ,2021-01-23 00:43:35,-35.1,173.7833,75.0,49,5,8.01
493,Novaya Zaimka,RU,2021-01-23 00:43:35,56.4857,66.9241,-31.11,84,0,6.33
494,Safranbolu,TR,2021-01-23 00:40:02,41.2508,32.6942,29.64,92,50,3.13
495,Ochamchira,GE,2021-01-23 00:43:36,42.7121,41.4721,39.54,66,0,3.06
496,Belmonte,BR,2021-01-23 00:43:36,-15.8631,-38.8828,77.0,78,40,3.44
497,Darab,IR,2021-01-23 00:43:36,28.7519,54.5444,39.24,57,0,8.75
498,Saint-Georges,GD,2021-01-23 00:43:36,12.0564,-61.7485,80.6,78,20,14.97
499,Hami,CN,2021-01-23 00:39:10,42.8,93.45,22.78,75,95,8.14
500,Ribeira Brava,PT,2021-01-23 00:43:37,32.65,-17.0667,60.01,88,49,4.0
501,Dunedin,NZ,2021-01-23 00:43:37,-45.8742,170.5036,61.0,59,53,18.01
502,Metlaltoyuca,MX,2021-01-23 00:43:37,20.7333,-97.85,78.8,73,1,11.5
503,Marsh Harbour,BS,2021-01-23 00:43:37,26.5412,-77.0636,72.1,68,0,9.78
504,Jacareacanga,BR,2021-01-23 00:43:37,-6.2222,-57.7528,73.96,96,100,1.3
505,Mehamn,NO,2021-01-23 00:43:38,71.0357,27.8492,15.85,91,94,30.27
506,Perehonivka,UA,2021-01-23 00:43:38,48.5355,30.5192,31.14,97,90,7.49
507,Tarko-Sale,RU,2021-01-23 00:43:38,64.9225,77.785,-44.88,75,0,10.51
508,Camacha,PT,2021-01-23 00:43:38,33.0833,-16.3333,59.0,94,20,2.1
509,Kuminskiy,RU,2021-01-23 00:43:38,58.6667,66.5667,-38.83,81,69,5.12
510,Mocorito,MX,2021-01-23 00:43:38,25.4833,-107.9167,75.0,75,0,3.0
511,Kungurtug,RU,2021-01-23 00:43:38,50.5994,97.5228,7.54,84,56,1.63
512,Wainwright,CA,2021-01-23 00:42:52,52.839,-110.8572,23.0,92,85,4.61
513,Quang Ngai,VN,2021-01-23 00:43:39,15.1167,108.8,69.85,85,93,5.19
514,Zhireken,RU,2021-01-23 00:43:39,52.8249,117.3076,-4.74,90,100,3.83
515,Punta Alta,AR,2021-01-23 00:43:39,-38.8759,-62.0736,89.85,22,0,17.78
516,Emerald,AU,2021-01-23 00:43:39,-23.5333,148.1667,84.2,48,40,9.22
517,Kuah,MY,2021-01-23 00:43:39,6.3265,99.8432,77.0,83,20,2.3
518,Nouakchott,MR,2021-01-23 00:43:39,18.0858,-15.9785,66.2,11,100,5.75
519,Kodinar,IN,2021-01-23 00:43:40,20.7903,70.7031,64.31,59,6,7.0
520,Pringsewu,ID,2021-01-23 00:43:40,-5.3582,104.9744,78.19,84,98,3.44
521,Khandyga,RU,2021-01-23 00:43:40,62.6667,135.6,-54.6,67,91,0.65
522,Zalantun,CN,2021-01-23 00:43:40,48.0,122.7167,6.1,88,3,1.77
523,Iberia,US,2021-01-23 00:43:40,29.9502,-91.7507,64.4,94,90,7.76
524,Wamba,NG,2021-01-23 00:43:40,8.9333,8.6,70.03,24,89,3.13
525,Ukiah,US,2021-01-23 00:43:40,39.1502,-123.2078,53.6,54,1,4.61
526,Sao Filipe,CV,2021-01-23 00:43:41,14.8961,-24.4956,78.01,48,100,12.66
527,Tommot,RU,2021-01-23 00:43:41,58.9564,126.2925,-30.78,80,100,1.23
528,Guadalupe Y Calvo,MX,2021-01-23 00:43:41,26.1,-106.9667,43.48,97,0,4.18
529,Isangel,VU,2021-01-23 00:43:41,-19.55,169.2667,84.2,84,90,8.05
530,Yeniseysk,RU,2021-01-23 00:43:41,58.4497,92.1703,-8.73,90,100,2.82
531,Aklavik,CA,2021-01-23 00:43:41,68.2191,-135.0107,5.0,85,75,11.5
532,Krasnovishersk,RU,2021-01-23 00:43:41,60.4078,57.082,-20.49,84,99,2.8
533,Barra Do Garcas,BR,2021-01-23 00:43:42,-15.89,-52.2567,74.34,74,60,1.63
534,Santa Cruz,BO,2021-01-23 00:42:54,-17.8,-63.1667,82.4,69,40,14.97
535,Eureka,US,2021-01-23 00:43:42,40.8021,-124.1637,48.99,87,100,5.99
536,Muros,ES,2021-01-23 00:43:42,42.7762,-9.0603,54.0,77,100,5.99
537,Seydisehir,TR,2021-01-23 00:43:43,37.4193,31.8453,31.68,85,66,1.57
538,Tiarei,PF,2021-01-23 00:43:43,-17.5333,-149.3333,86.0,62,20,20.71
539,Ottumwa,US,2021-01-23 00:43:43,41.02,-92.4113,18.0,67,20,4.61
540,Coihaique,CL,2021-01-23 00:43:43,-45.5752,-72.0662,62.6,82,90,3.44
541,Tokmak,UA,2021-01-23 00:43:43,47.2514,35.7058,39.52,94,100,10.71
542,Binzhou,CN,2021-01-23 00:43:43,37.3667,118.0167,30.34,89,100,4.72
543,Sarkand,KZ,2021-01-23 00:43:44,45.41,79.9186,8.6,89,100,3.11
544,Kutum,SD,2021-01-23 00:43:44,14.2,24.6667,51.49,41,63,5.21
545,Kurilsk,RU,2021-01-23 00:43:44,45.2333,147.8833,14.18,91,99,22.35
546,Buarcos,PT,2021-01-23 00:43:44,40.166,-8.8768,54.0,82,20,3.44
547,Luau,AO,2021-01-23 00:43:44,-10.7073,22.2247,62.65,98,100,2.57
548,Srednekolymsk,RU,2021-01-23 00:43:45,67.45,153.6833,-37.57,81,100,6.38
549,Pacifica,US,2021-01-23 00:42:15,37.6138,-122.4869,52.0,81,75,11.5
550,Broome,US,2021-01-23 00:43:45,42.2506,-75.833,27.0,74,90,11.5
551,Vao,NC,2021-01-23 00:43:45,-22.6667,167.4833,76.96,75,100,20.76
552,Bontang,ID,2021-01-23 00:39:49,0.1333,117.5,78.35,87,100,5.44
553,Tahta,EG,2021-01-23 00:43:45,26.7693,31.5021,44.46,56,0,5.3
554,Fortuna,US,2021-01-23 00:43:45,40.5982,-124.1573,48.99,100,75,6.91
555,Vitim,RU,2021-01-23 00:43:46,59.4511,112.5578,-35.82,78,100,5.01
556,Moerai,PF,2021-01-23 00:43:46,-22.4333,-151.3333,81.48,73,0,13.71
557,Rozivka,UA,2021-01-23 00:43:46,46.9385,35.7724,40.57,95,100,10.45
558,Katobu,ID,2021-01-23 00:43:46,-4.9408,122.5276,82.85,77,56,5.19
559,Hamilton,US,2021-01-23 00:41:33,39.1834,-84.5333,32.0,47,1,8.05
560,Kirovskiy,RU,2021-01-23 00:43:46,45.0917,133.5136,5.11,88,0,4.18
561,Huaicheng,CN,2021-01-23 00:43:47,23.9051,112.1931,62.82,61,0,1.95
562,Tsaratanana,MG,2021-01-23 00:43:47,-16.7833,47.65,74.23,83,92,3.29
563,Bar Harbor,US,2021-01-23 00:43:47,44.3876,-68.2039,30.99,74,90,3.44
